GeneID	Chr	GeneName	Start	Stop	CodingLength	NTG.7_GeneCount	NTG.7_RPKM	NTG.8_GeneCount	NTG.8_RPKM	NTG.9_GeneCount	NTG.9_RPKM	NTG.10_GeneCount	NTG.10_RPKM	AD.16_GeneCount	AD.16_RPKM	AD.17_GeneCount	AD.17_RPKM	AD.18_GeneCount	AD.18_RPKM	AD.19_GeneCount	AD.19_RPKM	AD.20_GeneCount	AD.20_RPKM	AD.CP2.21_GeneCount	AD.CP2.21_RPKM	AD.CP2.22_GeneCount	AD.CP2.22_RPKM	AD.CP2.23_GeneCount	AD.CP2.23_RPKM	AD.CP2.24_GeneCount	AD.CP2.24_RPKM	AD.CP2.25_GeneCount	AD.CP2.25_RPKM
ENSMUSG00000063480	chr15	Nhp2l1	82041319	82047598	2130	5553	23.95362748	4160	22.45402368	4529	21.09242544	5077	21.14729645	4910	21.93549771	4994	22.86479584	6351	23.53552893	4318	20.95559555	4805	20.09501965	4415	19.81485224	4502	20.18828915	4468	21.74087644	5699	21.08050085	3678	17.66156149
ENSMUSG00000075524	chr15	4930407I10Rik	82059151	82066538	4673	0	0	0	0	0	0	2	0.003798153	2	0.004073716	0	0	0	0	2	0.004425294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068117	chr15	Mei1	82069997	82126811	4736	106	0.205697753	262	0.636183209	222	0.465111675	184	0.344782789	453	0.910425195	194	0.399577095	145	0.241729647	138	0.301284314	245	0.460936599	167	0.337176009	133	0.268303125	173	0.378695419	239	0.397704252	225	0.48604889
ENSMUSG00000068114	chr15	Ccdc134	82127922	82142200	2043	495	2.226134371	389	2.189036512	529	2.568516928	554	2.405802728	613	2.855150683	427	2.038211386	467	1.804269007	434	2.195885331	501	2.184415892	436	2.040089299	495	2.314204762	472	2.394464708	641	2.471968065	501	2.508173973
ENSMUSG00000022463	chr15	Srebf2	82147266	82205376	4989	17762	32.72038369	15366	35.41967555	17508	34.82119282	21967	39.07521211	19176	36.58532571	19183	37.50750889	25707	40.68329801	19227	39.84848368	22324	39.87034202	21134	40.5065017	20300	38.87522966	19145	39.78342398	25989	41.05393036	20533	42.1068433
ENSMUSG00000065465	chr15	Mir33	82198122	82198190	69	0	0	0	0	3	0.42533475	1	0.126804043	2	0.27200783	0	0	1	0.112815107	0	0	1	0.127315258	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096883	chr15	Shisa8	82206952	82212815	1804	505	2.571823968	253	1.612232273	143	0.786260545	196	0.963851228	306	1.613963358	354	1.913499246	531	2.323178687	301	1.724606858	248	1.224483585	206	1.091524766	241	1.275901981	268	1.53958943	194	0.847208377	205	1.162190918
ENSMUSG00000068105	chr15	Tnfrsf13c	82221744	82224339	2017	15	0.068327757	26	0.148196	24	0.118031447	32	0.140753744	27	0.127377304	18	0.087026914	53	0.207405375	29	0.148620136	33	0.145737485	27	0.127963521	23	0.108914111	32	0.164428142	27	0.105464991	30	0.152125114
ENSMUSG00000068101	chr15	Cenpm	82233779	82244747	1201	120	0.917706581	95	0.909082784	131	1.081619429	95	0.701536509	109	0.863319361	79	0.641246287	114	0.748972175	134	1.152925249	116	0.860066465	59	0.469451925	110	0.874511838	103	0.888546356	118	0.773825893	59	0.502282869
ENSMUSG00000068099	chr15	1500009C09Rik	82252397	82260753	1904	8642	41.70098847	5496	33.18455816	7182	37.41606165	9038	42.11225494	7239	36.17704142	7489	38.35580396	9668	40.07808497	6948	37.71947586	7294	34.12316231	7118	35.736053	7731	38.78092545	6860	37.3401853	8826	36.52032728	6043	32.46074155
ENSMUSG00000022456	chr15	3-Sep	82274935	82294442	4971	35255	65.18034676	29634	68.55568144	36293	72.443496	41523	74.12910269	35524	68.02055824	36811	72.235176	43208	68.62752621	31477	65.4731195	40596	72.76635433	35009	67.34295445	35560	68.34521401	31288	65.25202833	44109	69.92972329	35169	72.38185722
ENSMUSG00000022455	chr15	Wbp2nl	82298984	82314558	1318	0	0	0	0	2	0.015048488	0	0	2	0.014435594	0	0	0	0	0	0	2	0.013513371	0	0	0	0	1	0.007861448	1	0.005976142	0	0
ENSMUSG00000092778	chr15	Gm26199	82317222	82317303	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022453	chr15	Naga	82329532	82338826	1913	1443	6.93029091	1287	7.734298137	1192	6.18076133	1461	6.775469931	1401	6.968601857	1733	8.834029983	2050	8.458185929	1629	8.80197175	1548	7.207879472	1650	8.244903761	1667	8.322832259	1190	6.446921187	1762	7.256541585	1357	7.255022052
ENSMUSG00000049687	chr15	Fam109b	82338942	82345743	3311	20	0.055509426	23	0.079877011	42	0.125853881	23	0.061640854	36	0.10348124	29	0.085429902	32	0.076300072	45	0.140515103	38	0.102251988	23	0.06641728	42	0.121181532	29	0.090793551	34	0.080919708	28	0.086510441
ENSMUSG00000022452	chr15	Smdt1	82338959	82349091	1077	5253	44.79357319	4154	44.32329382	4549	41.87982205	5047	41.55714309	4903	43.30046725	4814	43.57020113	5918	43.35323401	4444	42.63400276	4507	37.2603809	4938	43.81026747	4876	43.2237469	4298	41.34233325	5332	38.98855123	3642	34.5718009
ENSMUSG00000064959	chr15	n-R5s41	82342653	82342771	119	0	0	1	0.095852413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022450	chr15	Ndufa6	82350139	82354291	560	7447	122.0240851	4532	92.92045665	5313	93.9906399	5616	88.8577634	5119	86.87037949	6125	106.5235108	8075	113.669767	5979	110.2215494	4916	78.09576904	5249	89.48645244	5829	99.29072218	5269	97.38961981	6075	85.35896466	4190	76.42791014
ENSMUSG00000061740	chr15	Cyp2d22	82370528	82380260	2771	4371	14.4948808	2305	9.564494005	3507	12.55596775	3874	12.40502175	2879	9.887759383	3756	13.22009565	4808	13.69734937	4008	14.95324009	3217	10.34275716	3878	13.38006301	3779	13.02750179	2815	10.53010026	3409	9.693921377	3229	11.91998315
ENSMUSG00000068085	chr15	Cyp2d11	82389154	82394022	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.013000517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098677	chr15	Mir7684	82393919	82393978	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094806	chr15	Cyp2d10	82402846	82407194	1647	0	0	0	0	0	0	2	0.010772188	3	0.017330596	0	0	2	0.009583808	1	0.006275432	1	0.005407808	0	0	0	0	0	0	2	0.009566179	4	0.024837256
ENSMUSG00000098722	chr15	Gm27331	82407094	82407153	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076395	chr15	Gm25990	82408458	82408543	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068086	chr15	Cyp2d9	82452377	82456827	1651	0	0	0	0	4	0.024030212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.019086033	0	0
ENSMUSG00000099086	chr15	Gm27622	82452421	82452480	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098745	chr15	Gm27825	82504596	82504655	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047347	chr15	Gm5806	82516311	82519278	2968	147	0.455128681	128	0.495888535	135	0.451264555	136	0.406592956	218	0.69902989	181	0.59479953	259	0.688897909	159	0.553844371	285	0.85548649	177	0.570173001	133	0.428074067	174	0.607696009	221	0.586742834	187	0.644513816
ENSMUSG00000098901	chr15	Gm28023	82548624	82548683	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096852	chr15	Cyp2d12	82555108	82559413	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099022	chr15	Gm27924	82555116	82555175	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098636	chr15	Gm27742	82612887	82612946	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094559	chr15	Cyp2d34	82615965	82620907	1622	0	0	0	0	1	0.006114897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098867	chr15	Gm27463	82641945	82642001	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075517	chr15	Cyp2d37-ps	82689134	82690499	590	0	0	0	0	0	0	0	0	0	0	13	0.214614031	0	0	1	0.017499004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068083	chr15	Cyp2d40	82759835	82764183	1161	1	0.00791081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058613	chr15	Cyp2d41-ps	82777931	82782110	1503	0	0	2	0.015295598	0	0	0	0	0	0	0	0	0	0	3	0.020628813	4	0.023702309	0	0	0	0	0	0	0	0	1	0.006803823
ENSMUSG00000098695	chr15	Gm27618	82782082	82782141	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022445	chr15	Cyp2d26	82790107	82794245	1645	7	0.039092665	12	0.083856303	5	0.030147259	7	0.03774847	7	0.040487192	9	0.053347604	11	0.052774989	2	0.012566114	11	0.05955817	13	0.075536542	2	0.011611214	8	0.050397325	16	0.076622421	7	0.04351801
ENSMUSG00000041852	chr15	Tcf20	82808629	82912134	7347	11222	14.03874173	9807	15.35151789	11429	15.43642534	14061	16.98549471	12232	15.84812088	10757	14.28315867	13856	14.89134849	10254	14.43194898	12464	15.11704082	11861	15.43816713	11123	14.46539393	11052	15.59620955	14470	15.52262269	10992	15.30764545
ENSMUSG00000100199	chr15	Gm20324	82899080	82905818	1118	53	0.435384387	28	0.287814215	58	0.514405447	43	0.34109041	28	0.238219547	29	0.252854188	27	0.190545623	46	0.425136668	39	0.310608269	33	0.282050863	25	0.213494847	32	0.296529035	32	0.225416452	18	0.164605083
ENSMUSG00000092751	chr15	Mir3080	82959218	82959296	79	2	0.229809023	3	0.431335858	7	0.868391782	2	0.221907075	2	0.238006851	1	0.12195855	5	0.493566094	2	0.258547789	3	0.334202551	6	0.717306627	5	0.597251835	1	0.129615621	1	0.098531644	5	0.639559332
ENSMUSG00000100552	chr15	Gm29019	82982725	82987830	564	43	0.69959561	38	0.773605314	42	0.73774877	51	0.801222004	46	0.775101959	36	0.621664822	49	0.684877553	52	0.951821949	45	0.709810728	29	0.490900111	35	0.591966421	37	0.679048211	55	0.76732608	48	0.869347906
ENSMUSG00000097301	chr15	AW121686	82982870	82989134	2200	104	0.434350539	71	0.371041598	99	0.446398579	137	0.552499214	94	0.406590532	126	0.558538021	121	0.434140826	133	0.624931503	126	0.510186539	100	0.434533774	96	0.416800917	105	0.494671158	124	0.444086285	84	0.390535094
ENSMUSG00000058099	chr15	Nfam1	82997721	83033306	3222	217	0.618908569	222	0.792276847	209	0.643566801	421	1.159452417	380	1.122464828	417	1.262344782	562	1.377023367	572	1.835424577	662	1.83052716	557	1.652869134	547	1.621826888	446	1.434900828	567	1.386719016	392	1.244590794
ENSMUSG00000058586	chr15	Serhl	83089506	83116674	7393	2489	3.094371967	1966	3.058358294	2258	3.030764161	2860	3.433347221	2573	3.312911164	2431	3.207803466	3224	3.443347764	2411	3.37224084	2442	2.943368965	2590	3.350147263	2547	3.291750985	2050	2.874893414	2736	2.91677121	2130	2.947820127
ENSMUSG00000090964	chr15	Gm17206	83102072	83105929	577	102	1.622181338	74	1.472611463	80	1.373630105	102	1.56640288	101	1.663577301	93	1.569847081	182	2.48661672	111	1.986076441	95	1.464786268	112	1.853248956	108	1.785555659	58	1.040512947	111	1.51377336	67	1.186172324
ENSMUSG00000018040	chr15	Rrp7a	83113433	83122801	5411	6956	11.81486743	5686	12.08463014	6349	11.64273978	8001	13.12253145	7246	12.74647188	6701	12.08047663	8331	12.15639061	6184	11.81714359	6561	10.80415343	6731	11.89502564	6750	11.91855103	5968	11.43453109	7819	11.38830639	6156	11.63969622
ENSMUSG00000041815	chr15	Poldip3	83125978	83149384	5679	5955	9.637413602	4442	8.99527643	5621	9.821388742	6302	9.848298485	6645	11.13771498	5904	10.14145465	7162	9.957522146	5213	9.49161707	6349	9.961746464	5931	9.986726775	5771	9.709127718	5273	9.62624185	7047	9.779612648	5330	9.602397851
ENSMUSG00000065176	chr15	Rnu12	83149644	83149794	151	0	0	3	0.227018872	0	0	1	0.058396599	0	0	4	0.256754842	2	0.103908651	0	0	2	0.117264053	2	0.125843268	1	0.062868614	2	0.136437496	1	0.05185876	2	0.13464407
ENSMUSG00000018042	chr15	Cyb5r3	83153494	83172592	4298	4727	10.10753432	3576	9.567850054	3785	8.737880288	4716	9.737276245	5458	12.08691691	6303	14.30481026	7760	14.25474905	5614	13.5053481	6113	12.67259173	5902	13.13032089	5852	13.0081144	4717	11.37747171	6127	11.23430352	5087	12.10863296
ENSMUSG00000047878	chr15	A4galt	83226726	83251774	2171	193	0.816816601	155	0.820835579	123	0.562021516	147	0.60074291	122	0.534748359	182	0.817549028	287	1.0434878	182	0.866587433	221	0.906798819	201	0.885074476	193	0.849131522	164	0.78294519	261	0.947210283	169	0.796210144
ENSMUSG00000054277	chr15	Arfgap3	83299740	83350247	2618	1885	6.616113145	1583	6.952319334	1636	6.199482703	2019	6.842770277	1552	5.641643886	2146	7.994594839	2492	7.514115037	1988	7.850217709	2101	7.149390962	2019	7.373002828	1990	7.260976872	1603	6.346661811	2329	7.009704461	1810	7.07202682
ENSMUSG00000075511	chr15	1700001L05Rik	83357526	83367282	2433	175	0.660913377	148	0.699399692	136	0.5545312	212	0.773119143	154	0.602350947	219	0.877861051	156	0.506138443	211	0.896525612	307	1.124077603	181	0.711216103	163	0.639947735	170	0.724228616	201	0.650940362	137	0.575971263
ENSMUSG00000016664	chr15	Pacsin2	83375607	83464606	3885	5094	12.04989359	3889	11.51116933	4421	11.29081705	5749	13.13169092	4950	12.12695743	4736	11.89080172	6843	13.90621833	5049	13.43703332	5646	12.94841382	5380	13.24106932	5526	13.58893933	4890	13.04828386	6945	14.0875403	4693	12.35801109
ENSMUSG00000049414	chr15	Gm5417	83405612	83406105	384	81	1.933977232	73	2.1809536	80	2.062229092	88	2.028864683	63	1.557863028	77	1.951336802	95	1.948624577	76	2.041520204	108	2.500008694	73	1.813450521	68	1.687818173	66	1.777585664	78	1.596980418	83	2.206064396
ENSMUSG00000022442	chr15	Ttll1	83483772	83510893	2918	2250	7.085581385	1892	7.455406579	2357	8.013701089	2673	8.128230363	2882	9.39959912	2775	9.275367635	3223	8.719498565	2148	7.61028641	2785	8.502949456	2599	8.515610023	2608	8.537898106	2527	8.976736558	3314	8.949198205	2421	8.487142949
ENSMUSG00000093243	chr15	Gm24575	83516936	83517012	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016758	chr15	Bik	83526862	83544635	943	18	0.175278068	12	0.146215545	4	0.042052871	16	0.150445474	26	0.262210938	20	0.206709407	43	0.359717661	40	0.438216592	24	0.226578001	26	0.263417688	22	0.222704074	18	0.197718744	32	0.267204459	13	0.140919853
ENSMUSG00000048755	chr15	Mcat	83546797	83555711	1893	1599	7.760604596	1256	7.627706261	1368	7.168260416	1585	7.428146007	1391	6.991922499	1533	7.897041492	1934	8.063838014	1527	8.337961432	1337	6.29114834	1448	7.311932392	1508	7.60849645	1335	7.308842851	1544	6.425886333	1225	6.61845982
ENSMUSG00000041736	chr15	Tspo	83563573	83574201	854	462	4.967100285	376	5.058316802	309	3.586740993	345	3.581658048	538	5.990535021	795	9.07200443	1122	10.36315615	899	10.87412689	734	7.650827992	789	8.825807858	789	8.818370954	526	6.379210931	614	5.660671781	470	5.625130027
ENSMUSG00000016757	chr15	Ttll12	83575119	83595157	4010	1404	3.217670089	1077	3.088498088	1413	3.496207109	1592	3.523072181	1317	3.12595386	1436	3.493043689	1855	3.652216818	1505	3.880472924	1557	3.459508831	1539	3.669691347	1595	3.800016662	1243	3.213407476	1760	3.458802177	1352	3.449251424
ENSMUSG00000016763	chr15	Scube1	83602583	83725021	8346	2326	2.561570803	2307	3.179080144	2785	3.311329801	3336	3.547535648	4934	5.627534707	3912	4.572678548	3085	2.918704011	2689	3.331664093	4136	4.415995372	3006	3.444309287	3316	3.796309256	2907	3.611286558	4504	4.253375118	3985	4.885384327
ENSMUSG00000041708	chr15	Mpped1	83779467	83858494	4295	14967	32.02562054	13047	34.93258184	16879	38.99330908	16468	34.02575146	12557	27.82730012	12370	28.0936176	16903	31.07168595	11505	27.69639024	16965	35.1939558	13887	30.91631636	12683	28.21208575	12105	29.21782302	19497	35.77414284	13618	32.43768707
ENSMUSG00000022441	chr15	Efcab6	83866712	84065379	6408	364	0.52208135	427	0.766340713	549	0.850138579	491	0.680021056	397	0.589725199	513	0.780960976	514	0.633341793	369	0.595438503	573	0.796788108	479	0.714807041	438	0.653072376	373	0.603484185	598	0.735489759	466	0.744040315
ENSMUSG00000081925	chr15	Rpl31-ps22	84030339	84030675	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.028272276	0	0	2	0.046642199	1	0.030274998
ENSMUSG00000018865	chr15	Sult4a1	84076097	84105754	2383	31228	120.410674	25749	124.2334116	30729	127.9233512	35670	132.8091503	29770	118.8836236	29106	119.1183074	36260	120.1121245	24854	107.8178984	28465	106.4102418	28524	114.4320707	28757	115.2696042	27980	121.6994995	35692	118.013136	26500	113.7471294
ENSMUSG00000018868	chr15	Pnpla5	84112621	84123175	1694	0	0	2	0.013572023	0	0	0	0	2	0.011233362	0	0	2	0.009318062	0	0	2	0.010515715	0	0	4	0.022551102	0	0	0	0	0	0
ENSMUSG00000041653	chr15	Pnpla3	84167816	84189512	4640	505	1.000246124	498	1.23424697	468	1.000787648	643	1.22978883	616	1.263626119	419	0.880855548	557	0.947783026	441	0.982715578	626	1.202101829	481	0.991236049	504	1.037758845	560	1.251191518	794	1.348573594	531	1.170802862
ENSMUSG00000098882	chr15	Mir6392	84168270	84168377	108	10	0.843335864	7	0.738679145	8	0.728402019	24	1.954410933	16	1.397471421	5	0.447554312	11	0.796950757	7	0.664159458	11	0.899383012	23	2.018110389	12	1.05203993	15	1.426960969	26	1.880236884	17	1.595964571
ENSMUSG00000022437	chr15	Samm50	84192233	84214303	1673	6373	34.99576829	4741	32.57607807	5930	35.15660191	6679	35.41499049	6013	34.19677891	6911	40.27983464	7880	37.17372346	5486	33.89230993	6040	32.1558488	6156	35.17116366	6364	36.32889537	5703	35.32606397	7066	33.27238228	5683	34.73945693
ENSMUSG00000022438	chr15	Parvb	84232043	84315688	4416	2060	4.287132327	1386	3.609276273	1659	3.72757713	2481	4.985750078	1812	3.905532396	2257	4.985473355	2930	5.238482786	2316	5.422655008	2096	4.229045639	2298	4.975837686	2344	5.071164324	2010	4.718630725	2532	4.518580459	1967	4.556986933
ENSMUSG00000089267	chr15	Gm22890	84323209	84323352	144	4	0.25358237	0	0	1	0.068444672	0	0	2	0.131314125	4	0.269149904	0	0	4	0.285294112	1	0.061462538	0	0	1	0.065903651	0	0	0	0	2	0.141144128
ENSMUSG00000022439	chr15	Parvg	84324026	84342978	3090	1081	3.214798496	809	3.010466592	1055	3.387358061	781	2.242761894	749	2.30691856	1524	4.810477654	1410	3.602345865	1356	4.536923997	1190	3.431045278	1346	4.164756693	1332	4.117965418	720	2.415354186	931	2.374195042	774	2.56237553
ENSMUSG00000062760	chr15	1810041L15Rik	84379203	84447097	6551	5199	7.294121551	4946	8.682894391	6011	9.105011337	9894	13.40383759	4156	6.038806316	6736	10.03068124	6196	7.467974397	4626	7.301844151	6821	9.277963374	6390	9.327613651	7001	10.21089157	7074	11.19537125	8812	10.60147558	6262	9.780025724
ENSMUSG00000055745	chr15	Ldoc1l	84553398	84557823	4426	5295	10.9947032	4377	11.37237888	5433	12.17973487	6486	13.00464682	5412	11.63851891	5627	12.40136908	6973	12.43871288	5020	11.72721844	5960	11.99817607	5972	12.90190551	5674	12.24777741	5046	11.81911769	7234	12.88055867	5221	12.06826933
ENSMUSG00000036106	chr15	Prr5	84669620	84703673	1917	519	2.487401103	348	2.086963899	498	2.576845567	519	2.401872196	545	2.705187362	527	2.680798995	606	2.495107843	500	2.696014484	600	2.787925348	447	2.228961157	484	2.411427638	559	3.022111881	560	2.301469066	485	2.587581029
ENSMUSG00000078954	chr15	Arhgap8	84720052	84772207	3546	220	0.570149253	2	0.006485644	187	0.523224498	176	0.440435807	104	0.279139696	234	0.643660575	226	0.503167464	180	0.524822126	160	0.402010399	176	0.474564294	214	0.576540819	168	0.491128827	207	0.460018052	145	0.418319044
ENSMUSG00000016624	chr15	Phf21b	84785381	84856049	4264	741	1.597078415	520	1.402389346	659	1.533465575	638	1.327800363	519	1.158504627	495	1.132370125	552	1.022081064	438	1.062076732	475	0.992551539	556	1.246807299	542	1.214388725	509	1.237502486	742	1.371357189	639	1.533142932
ENSMUSG00000097954	chr15	Gm4217	84866317	84867318	1002	10	0.091648663	9	0.103210973	5	0.049473966	10	0.088497338	6	0.056950792	10	0.097275015	11	0.086607809	7	0.07217685	9	0.079968706	4	0.038141928	7	0.066692129	4	0.04135294	11	0.086448502	10	0.102023423
ENSMUSG00000100967	chr15	Gm29666	84910438	84920038	8038	451	0.515705283	363	0.519384389	407	0.502458309	461	0.509014362	459	0.543575792	336	0.407792739	554	0.544218168	359	0.461841802	436	0.48335137	468	0.556784843	464	0.551560844	408	0.526266187	549	0.538314445	442	0.562627639
ENSMUSG00000016619	chr15	Nup50	84923428	84942955	4741	3790	7.346910138	2846	6.903314218	3549	7.427661465	3983	7.455553595	3872	7.773618968	3591	7.388496895	5176	8.619816449	3568	7.781514223	4061	7.632203346	3972	8.011083715	4081	8.223988996	3256	7.119839108	4745	7.887518391	3946	8.51522943
ENSMUSG00000036046	chr15	5031439G07Rik	84943936	84988551	9604	15486	14.82070808	11097	13.28900645	14334	14.81077153	16280	15.0448607	13507	13.38785442	13142	13.34954099	18505	15.21447673	13748	14.8027694	13621	12.63834239	14684	14.62145482	15759	15.67865348	13078	14.11858903	17567	14.41670294	14371	15.31053768
ENSMUSG00000080441	chr15	Mir1249	84951526	84951623	98	136	12.62788974	75	8.71385571	127	12.73140044	136	12.19368168	116	11.15506859	116	11.43207419	132	10.52941	122	12.74457788	115	10.35240226	142	13.71818735	129	12.45179583	119	12.46404763	168	13.37641718	119	12.30021179
ENSMUSG00000022435	chr15	Upk3a	85017141	85022560	1106	19	0.157773132	14	0.145467076	2	0.017930402	17	0.136311482	4	0.034400268	18	0.158645268	21	0.149808679	8	0.074738295	4	0.032202595	17	0.146873986	10	0.086323662	4	0.03746793	8	0.056964998	14	0.129413993
ENSMUSG00000022434	chr15	Fam118a	85037062	85062828	2543	2087	7.541060233	1409	6.370568379	1867	7.283411754	2114	7.375967861	1485	5.557235446	2027	7.773898776	2506	7.779098304	1812	7.366172856	1811	6.344243397	1996	7.503899518	2069	7.771786457	1655	6.745718658	2264	7.014957324	1822	7.328786806
ENSMUSG00000022432	chr15	Smc1b	85064691	85131957	4038	35	0.079656507	20	0.056956126	43	0.105657968	16	0.0351623	31	0.073069694	29	0.070052943	55	0.107536064	42	0.107541541	31	0.068401612	43	0.101821193	42	0.099369456	42	0.10782582	34	0.066354561	27	0.068405455
ENSMUSG00000078289	chr15	Gm10923	85116870	85117287	418	12	0.263265706	9	0.247065885	9	0.213174935	17	0.360135587	15	0.340821267	8	0.186285136	17	0.320405674	5	0.123411833	15	0.319047782	13	0.296737825	3	0.068420258	13	0.321718965	30	0.564381734	11	0.268645447
ENSMUSG00000022431	chr15	Ribc2	85132099	85144569	1652	27	0.150147456	31	0.215711419	16	0.096062698	35	0.187943076	17	0.097909655	42	0.247901227	43	0.205428598	38	0.237745093	18	0.097046113	18	0.104146153	17	0.098277374	24	0.15055172	35	0.166901757	18	0.111429575
ENSMUSG00000006369	chr15	Fbln1	85205949	85286535	4368	1038	2.183948416	897	2.361536671	742	1.685502932	1192	2.421727929	797	1.73670369	1092	2.438612712	1337	2.416655041	1160	2.745849716	1212	2.472288041	1020	2.232861097	1494	3.267728969	758	1.799013797	1259	2.271482541	846	1.98147748
ENSMUSG00000016541	chr15	Atxn10	85336381	85463836	2425	17537	66.4494779	14097	66.83750025	16272	66.56681697	20915	76.52409675	16199	63.56921659	19249	77.41401916	23286	75.80003333	15618	66.57872001	19534	71.75941339	17632	69.51113191	17788	70.06704463	17215	73.58064045	22422	72.85330686	16228	68.45024786
ENSMUSG00000064764	chr15	Gm23517	85351063	85351254	192	2	0.095257626	2	0.11919471	3	0.15426649	4	0.183964414	0	0	1	0.050552767	7	0.286421775	4	0.214340136	3	0.138529555	12	0.594658344	1	0.049513106	1	0.053726682	6	0.245052794	2	0.106040925
ENSMUSG00000096607	chr15	7530416G11Rik	85492736	85503227	1161	0	0	4	0.039594801	0	0	0	0	0	0	0	0	1	0.006796091	6	0.053400576	0	0	1	0.008230713	2	0.016447555	0	0	0	0	0	0
ENSMUSG00000063548	chr15	Gm4825	85510812	85511219	408	0	0	0	0	0	0	5	0.108512017	1	0.023276954	0	0	2	0.038616418	0	0	0	0	0	0	0	0	2	0.050705378	3	0.05781808	0	0
ENSMUSG00000022382	chr15	Wnt7b	85535439	85581821	4413	2940	6.122687153	2451	6.386975907	3029	6.810430984	3898	7.83863867	2210	4.766607536	2545	5.625455551	4176	7.471253309	3208	7.51627827	3455	6.975803136	3180	6.890303805	3099	6.709137967	2691	6.321624595	3716	6.636041514	2607	6.043792215
ENSMUSG00000097209	chr15	AU022754	85581142	85593708	2976	139	0.429203281	103	0.39796299	150	0.500057651	174	0.518801895	104	0.332585993	94	0.308071312	198	0.525232578	89	0.309180426	151	0.452039729	159	0.510812916	149	0.478282961	140	0.487636869	207	0.548096752	122	0.419354993
ENSMUSG00000101828	chr15	D130051D11Rik	85639747	85645934	6188	33	0.049014043	11	0.020443559	27	0.043296315	27	0.038723484	25	0.038456431	34	0.053599492	51	0.065075122	38	0.063498568	27	0.038879599	57	0.088084188	33	0.050953138	18	0.030157779	25	0.031840893	35	0.057869321
ENSMUSG00000103674	chr15	RP23-463E8.1	85655666	85659003	3338	64	0.1761938	58	0.199800178	71	0.211032615	77	0.204694157	56	0.159669167	26	0.075972981	59	0.139540699	62	0.192033099	63	0.168152227	71	0.203369354	43	0.123063571	54	0.167696761	98	0.231353127	68	0.208397889
ENSMUSG00000065608	chr15	Mirlet7c-2	85706603	85706697	95	48	4.596180458	44	5.271882704	44	4.548718857	21	1.941686904	31	3.074255164	30	3.048963753	64	5.264704998	29	3.124119117	27	2.506519133	25	2.490648011	34	3.384427065	24	2.592312427	26	2.134852295	13	1.385711885
ENSMUSG00000065564	chr15	Mirlet7b	85707319	85707403	85	48	5.130620046	39	5.216154557	26	3.000423432	47	4.850991866	34	3.763829278	43	4.878342005	43	3.948528748	47	5.651974922	26	2.694346148	30	3.336309894	35	3.889081717	21	2.532026092	30	2.749720309	25	2.974694565
