Gene,transcript_length,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
Lrrc74b,3941,44,155,32,107,155,240,137,96,115,124,101,51,104,122
P2rx6,3995,733,592,656,756,781,685,965,798,765,640,699,621,830,673
Slc7a4,3978,4129,3351,4398,4978,5353,5218,5110,3945,5597,4570,4264,3966,5908,3985
Smpd4,8926,3305,2560,3417,3878,4029,3676,4064,3460,4044,3774,3939,3135,4761,3559
Ccdc74a,2289,1859,1284,1648,1876,1608,1689,2159,1740,1925,1685,1896,1389,1802,1467
Med15,3383,3978,3267,4118,4619,4620,4453,4886,3865,4545,4506,4262,3858,5484,4233
Rpl26-ps4,438,2,6,6,7,5,3,11,5,4,11,8,6,4,6
Klhl22,5745,7315,5594,6696,8158,6534,7347,8120,5816,7354,6478,6742,6369,8478,6113
Scarf2,3302,378,283,373,363,398,416,624,529,384,399,498,408,487,412
Car15,1283,358,270,322,355,297,338,422,323,308,382,400,271,478,321
Gm20518,3811,5630,4265,5172,6535,5368,5679,6996,5102,5455,5636,5472,5213,7093,5288
Dgcr2,6638,11877,8960,10926,13772,11316,11663,15578,10865,11666,12221,11739,11147,14767,11095
Tssk1,3700,34,12,21,16,32,14,31,18,32,22,36,6,28,17
Tssk2,1387,12,6,19,5,18,0,12,5,11,18,6,6,18,13
Dgcr14,2819,1934,1437,1895,2274,1887,1931,2455,1718,1951,1832,1802,1655,2300,1752
Gsc2,1172,1,0,0,2,6,4,3,0,0,7,0,0,2,2
RP23-372H6.7,1166,41,23,37,71,64,48,33,43,58,51,54,57,54,33
Slc25a1,2176,2743,2004,2277,2986,2614,2645,4239,3194,2909,2956,3191,2714,3411,2558
Vpreb2,429,1,0,0,0,0,1,0,1,0,0,3,0,2,1
Dgcr6,2985,3713,2800,3567,3998,2880,3393,4200,3085,3656,3232,3321,2990,3762,3119
Prodh,3461,2758,1978,2508,2810,2674,3040,2722,2248,2307,2040,2272,2034,2419,2007
Gm15954,466,1068,835,1073,1178,844,964,1196,927,1124,912,913,818,1063,899
Rtn4r,1938,3168,3523,4622,4741,3363,4372,4227,3282,4497,3887,3760,3797,5371,3962
Mir6366,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7873,747,76,50,76,58,75,34,27,31,37,57,55,19,37,57
Zdhhc8,4867,6008,5382,6540,7501,7328,6508,7384,5776,6953,6689,6676,6276,8797,6797
Ranbp1,1666,3000,2355,2559,2850,2950,2898,3827,2654,2800,2758,2968,2696,3264,2425
Gm25777,126,24,16,24,22,31,22,34,20,15,13,18,9,23,18
Trmt2a,4952,2994,1994,2548,2894,2620,2801,3362,2683,2816,2630,2740,2504,3066,2464
Dgcr8,7286,3171,2332,2690,3258,3224,2898,3640,2548,3072,3159,2893,2816,3683,2982
Mir1306,80,113,88,98,137,114,94,128,102,129,103,113,112,122,112
Gm24572,88,77,70,81,104,98,98,99,71,75,112,59,83,103,87
Tango2,7040,5981,4503,5421,6126,5034,5459,6936,5133,5265,5571,5722,5279,6817,4637
Mir185,80,4,2,0,7,4,0,3,1,3,5,0,3,4,8
Arvcf,6425,3017,2393,3096,4057,3292,3586,3993,3080,3512,3630,3758,2973,4378,3244
Gm26170,148,0,0,1,1,1,0,2,0,0,0,3,0,1,3
Gm26219,71,2,0,2,0,0,1,1,2,0,2,1,0,1,1
Comt,2532,5172,3555,4628,5363,5930,5541,5238,4537,5129,4149,5132,3821,5134,4263
Gm15764,751,77,63,103,87,134,76,94,61,124,77,100,72,115,100
Txnrd2,3359,1270,1117,1191,1470,1267,1369,1499,1126,1344,1251,1420,1072,1477,1163
Gnb1l,4164,379,222,361,424,329,378,438,337,360,396,301,353,435,310
Gm16314,865,191,107,166,187,186,159,227,173,202,171,159,152,246,179
Tbx1,1777,136,104,131,101,125,138,174,109,59,119,115,71,99,83
4930588K23Rik,1963,8,12,9,7,0,2,0,4,10,3,5,4,10,4
Gp1bb,1881,7199,6965,8880,10302,11066,8558,8813,7222,9001,8166,8513,7460,9844,7037
5-Sep,2127,30556,29292,36053,42529,46176,37460,35969,28522,38378,33831,35035,31606,44714,31441
Cldn5,1414,2815,1991,2232,2855,2291,2515,4421,2382,1685,2878,2806,1956,2623,1819
Cdc45,2252,117,91,118,103,150,130,187,112,152,137,128,115,182,83
Ufd1l,4336,5447,4076,4785,5602,5311,5821,6853,4846,5068,5312,5310,4762,6582,4888
2510002D24Rik,1486,913,608,798,817,775,874,1174,755,796,841,780,726,985,762
Gm28539,2982,4212,3256,4025,4663,4064,3962,4962,3656,4044,4047,3868,3700,4720,4010
Mrpl40,1214,1459,1029,1061,1465,1329,1360,1738,1216,1179,1368,1257,1224,1502,1110
Hira,6132,4959,4012,4853,5653,5013,4738,5955,4410,4994,4924,4702,4462,5628,4855
Gm15799,289,0,2,0,2,6,4,4,3,2,5,0,0,5,5
Gm15798,408,8,4,2,4,5,6,10,8,5,3,9,6,14,11
Gm10088,423,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Iglv1,351,3,4,0,4,6,1,0,11,0,1,1,0,0,2
Iglc2,606,6,2,0,4,22,5,11,16,7,14,9,3,9,2
Iglv3,366,0,0,0,2,0,0,1,5,2,0,0,0,2,0
Iglv2,348,0,0,0,5,0,0,0,0,0,2,0,0,0,0
Olfr164,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22158,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23612,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr165,1040,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm25762,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr166,1038,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Olfr167,939,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Olfr168,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr169,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr170,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr171,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamp3,3343,0,1,1,6,1,1,1,5,3,1,2,3,2,3
Gm17799,667,0,0,0,0,0,0,0,0,0,0,0,0,1,1
B3gnt5,5197,324,66,79,80,100,112,168,128,87,114,92,82,95,73
A930003A15Rik,746,35,28,32,38,50,30,51,46,26,29,52,32,24,38
Gm27883,102,13,6,9,10,17,9,13,7,8,10,7,8,6,9
Klhl6,2606,155,104,116,159,371,420,584,531,631,491,612,354,475,328
Klhl24,6683,8368,6762,7791,9037,8518,9214,10338,7210,9221,8412,8499,7133,10604,8057
Yeats2,6116,2759,2073,2779,3028,2709,2704,3244,2517,2982,2899,2892,2253,3599,3173
Gm10241,286,0,0,1,0,0,0,3,1,6,3,2,0,0,0
Map6d1,3273,4105,3525,4009,5024,4190,3588,4668,3241,3746,3900,4079,3648,5082,3761
Parl,3892,1776,1467,1655,1891,1690,1823,2351,1668,1939,1739,1776,1578,2031,1559
Cyp2ab1,3070,0,1,0,7,0,0,2,4,2,0,0,4,2,1
Abcc5,10592,15829,10592,15282,17472,17548,15829,17416,13532,16933,16207,16258,13460,20676,17047
Gm20614,632,0,0,4,0,2,2,2,1,0,1,8,1,1,1
Gm23332,275,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gm20615,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif2b5,3209,4310,3147,4075,4500,4284,4197,4870,3769,4179,4057,4116,3761,5013,3699
Gm16618,955,51,31,61,42,49,47,45,30,41,48,35,48,26,40
Dvl3,4899,2793,2021,2717,2925,2757,2577,3113,2316,2720,2744,2673,2247,3461,2899
Ap2m1,4172,27451,22924,27509,32010,29430,32984,36816,24883,31764,27833,28126,28235,35626,25947
Gm15760,283,40,16,19,31,25,10,22,19,19,19,15,9,16,20
Abcf3,3557,6428,4947,5451,6541,5634,6414,7556,5291,6198,5582,5903,5469,7011,5283
Vwa5b2,7567,3274,2588,3804,4132,4164,3333,4236,3599,4054,3961,4340,3376,4928,4542
Mir1224,85,4,5,5,14,8,1,3,2,5,0,13,0,7,3
Alg3,1451,563,433,505,686,629,648,709,528,611,591,593,501,723,568
Ece2,6547,3653,2358,3033,3996,2887,3026,4866,3693,3370,3605,3988,3605,4499,3402
Camk2n2,1291,7959,5970,8037,9474,4659,6064,8813,6796,5906,6970,7336,6905,8038,6623
Psmd2,4038,15762,12379,14720,17466,15954,18133,20789,14491,17555,15879,15803,15618,20861,15016
Gm4462,492,98,74,81,114,108,104,136,92,129,96,104,98,122,100
Eif4g1,7227,22963,18269,22257,27399,24450,24775,28840,21244,26702,24116,24594,21503,30483,23726
Snord66,75,12,4,6,6,11,12,8,4,4,4,10,7,7,11
Fam131a,2853,21404,19943,23992,24812,17924,23633,22539,17171,20237,18891,18913,18870,24976,18573
Clcn2,6022,5158,3662,4791,5536,4704,4610,5929,4943,5482,4818,5245,3975,6321,5061
Polr2h,1448,1403,916,1069,1211,1072,1114,1601,1080,1185,1265,1285,952,1377,922
Thpo,1837,538,350,579,574,392,412,543,454,533,435,488,397,704,587
Chrd,5838,3075,2002,3209,3511,2065,2783,2978,2715,3561,3097,3041,2292,3589,3194
Gm22741,165,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Rps10-ps2,496,1815,1295,1445,1540,1585,1761,2152,1524,1523,1429,1636,1534,1679,1179
Gm9697,997,0,4,2,0,2,3,2,2,2,2,0,4,0,2
Teddm3,1346,40,41,37,55,36,37,53,37,38,17,41,52,37,39
AC168061.1,1249,39,41,37,54,36,37,53,37,38,17,41,52,37,39
Ephb3,6289,1388,1332,1784,1590,1560,1317,1633,1195,1520,1454,1355,1188,1819,1504
Gm16863,2431,2,2,0,0,0,0,6,0,2,4,0,2,2,0
Mir7680,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vps8,8670,4789,3919,4606,5303,4894,5920,6377,4501,6009,5276,4951,4746,6413,4917
2510009E07Rik,5164,5711,4824,5159,6671,6949,6524,7694,5583,6612,5990,6112,5206,7327,5854
Ehhadh,3018,360,216,268,357,446,313,482,265,336,308,397,353,364,283
Gm24898,106,0,0,2,0,0,1,0,1,2,1,2,0,0,2
1300002E11Rik,3955,591,408,456,436,701,632,716,512,593,570,576,473,704,525
Gm26744,1731,25,11,15,19,21,7,26,22,26,19,8,20,11,27
Map3k13,6709,2180,1897,2097,2415,2822,2234,2641,1937,2192,2369,2147,2391,3242,2422
Gm6467,609,224,174,192,185,182,203,241,184,177,158,203,164,194,119
2610020F03Rik,588,51,38,40,40,54,45,40,40,47,46,48,60,72,65
Tmem41a,1359,1026,861,1015,1173,1232,1077,1398,851,1132,1009,1214,1045,1391,930
Liph,3793,80,39,77,85,78,112,93,102,136,86,104,65,86,96
Senp2,4499,7195,5704,6925,8047,8068,8000,9466,6672,7444,7481,7514,6853,9589,7294
Gm4943,424,31,10,24,24,26,22,24,17,12,11,23,24,19,19
Igf2bp2,7131,21,10,36,24,54,51,58,60,34,29,37,18,42,34
Gm25810,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5809,529,39,21,23,44,45,30,38,24,44,32,45,33,41,39
Gm26980,395,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Tra2b,5383,5566,4041,4484,5124,5015,5002,5990,4380,4632,4577,5109,4488,5819,4264
Gm15776,205,4,3,3,10,6,6,11,4,7,10,6,8,9,5
Etv5,4103,5978,5824,6478,6604,7999,6544,6347,4175,6131,5286,5040,5208,8143,5936
Dgkg,5580,8544,5706,7506,8853,4982,7309,8759,6495,8715,7235,5880,6476,9869,6572
9230117E06Rik,497,13,5,18,24,18,15,5,18,9,20,6,16,23,19
Mir8095,129,3,3,6,3,3,1,3,3,5,1,3,5,4,4
Gm15651,2507,384,245,375,398,273,366,431,292,458,397,324,292,510,345
Gm22481,192,2,2,0,4,2,6,0,3,4,2,3,2,2,6
Mir6362,107,4,5,2,5,3,7,8,0,7,7,3,7,6,2
Crygs,708,11,0,6,0,0,10,14,6,4,2,0,0,17,0
Tbccd1,2702,933,712,881,1124,977,1083,1403,957,1149,1106,1117,821,1294,1003
Dnajb11,3236,3214,2508,2804,3731,3089,2880,3861,2731,3198,3099,3218,2716,3846,2658
Ahsg,1474,2,0,0,2,0,0,2,0,2,0,2,2,2,4
Fetub,1913,4,4,6,26,33,20,5,8,12,6,4,2,9,6
Hrg,1734,0,0,0,1,0,0,12,3,0,0,6,2,4,2
Kng2,2509,4,3,0,0,3,4,4,4,4,0,2,2,0,4
Gm6493,1786,90,104,101,120,109,104,142,100,83,115,125,95,118,102
Gm23715,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kng1,3159,0,1,1,0,4,0,0,0,0,1,0,0,1,0
Eif4a2,5338,60569,43266,45170,53488,50889,58798,72222,49316,53140,52261,54821,50253,64697,46346
Snord2,69,45,27,41,51,44,68,70,39,63,70,54,60,69,44
Gm24201,125,81,42,63,85,138,90,96,98,107,130,119,83,121,89
Snora81,178,70,37,53,71,72,80,121,66,62,85,75,71,101,68
Gm26447,129,38,27,40,33,40,49,62,56,46,57,35,34,70,40
Gm24616,139,39,24,30,30,18,26,46,42,37,66,35,28,37,27
Rfc4,1534,348,280,206,288,284,307,378,291,247,316,260,225,279,267
Adipoq,1381,0,0,4,2,0,0,2,6,4,0,2,4,2,0
B630019A10Rik,2407,93,40,54,65,75,101,106,97,77,92,89,70,84,40
Gm6630,454,2,4,2,1,1,1,1,1,2,1,3,4,3,0
Gm15746,1027,0,0,0,0,2,0,2,0,0,0,0,2,1,0
BC106179,4128,178,112,148,156,181,230,251,275,193,250,228,173,236,143
St6gal1,4916,2083,1730,1821,2384,2376,2743,3431,2737,2810,2750,2803,2266,2901,2218
Gm23430,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23066,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rtp1,3120,101,45,137,96,130,447,128,91,338,84,88,82,132,74
Masp1,2752,526,468,498,628,604,722,966,720,800,694,677,504,749,599
Rtp4,1573,106,126,147,182,223,531,716,345,389,306,299,208,362,279
Gm6640,1587,3,1,0,3,4,1,2,6,1,4,4,2,5,4
Sst,599,8701,7983,9201,12720,9878,8496,9866,7189,7492,8341,9759,9177,10039,6309
Rtp2,2421,9,15,17,10,24,16,12,11,7,12,15,26,26,14
Bcl6,6700,2699,1926,2402,2495,2077,2592,2863,1998,2452,2194,2109,2007,2736,2429
RP23-274H19.2,646,99,76,87,84,108,98,96,78,121,61,80,96,103,84
1110054M08Rik,1603,255,189,232,306,236,208,273,212,220,169,250,180,269,229
Lpp,15994,1320,1091,1214,1313,1143,1185,1603,1293,1358,1426,1350,928,1549,1260
Gm24440,63,0,2,0,0,0,0,0,0,0,0,2,0,0,0
Mir28a,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22672,134,0,0,0,0,0,0,0,0,0,0,0,0,2,0
A230028O05Rik,2793,26,10,5,7,17,23,11,11,12,19,10,6,12,4
Tprg,1837,0,2,2,0,2,0,0,2,1,0,1,0,0,0
Trp63,8391,125,132,103,156,52,187,163,127,115,140,182,102,159,116
Gm24928,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27005,921,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4524,2152,154,118,178,153,154,220,329,254,259,260,257,143,305,214
Leprel1,3721,271,231,305,338,373,471,549,454,483,493,563,370,503,381
AU015336,849,4,4,8,6,0,1,0,3,0,0,0,0,2,6
Cldn1,3247,390,265,295,432,107,533,335,191,312,277,350,226,418,348
Cldn16,1173,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Tmem207,1538,6,3,0,2,0,11,12,6,4,10,6,4,2,0
Il1rap,11360,4816,3580,4361,5047,3194,4414,5329,4034,4502,4544,4351,3789,5504,4154
Gm20319,1125,385,264,313,321,292,337,412,304,332,396,291,296,384,340
Gmnc,4083,163,145,135,166,83,232,252,167,132,199,191,118,202,158
Ostn,1423,201,8,2,2,6,18,21,12,6,4,0,2,8,0
Gm15970,834,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Uts2b,835,30,4,0,6,2,0,7,1,2,8,0,6,2,0
Ccdc50,8639,6683,4860,5490,6187,6096,6664,8096,6115,6424,6611,6593,5740,7803,6325
Fgf12,3065,12424,10204,9990,12486,11548,12156,14598,9636,12038,10968,11517,12195,15453,10923
Mir690,109,4,1,1,8,2,3,2,3,0,2,4,0,3,1
Mb21d2,3080,2463,2495,2463,3593,2815,3742,3535,2194,3074,2841,3260,3007,4085,2959
Hrasls,3286,1582,1523,1413,1904,2284,1918,2263,1404,1925,1558,1718,1612,2153,1637
Atp13a5,4661,731,623,652,823,1016,785,1474,993,1043,1095,1152,961,1412,1101
Gm15752,394,0,0,0,0,2,0,1,1,0,0,0,0,0,0
Atp13a4,6230,1873,1437,1509,2046,1212,1722,2341,1646,1284,1803,1764,1532,1720,1410
Opa1,7875,15839,12187,14051,17220,16932,16124,19504,13405,16470,15490,14820,14033,19260,15153
Gm26834,950,10,18,18,25,18,10,10,11,22,3,16,9,19,11
Gm26569,1789,1,4,7,0,14,0,10,0,0,7,6,2,2,1
Gm1968,348,0,0,0,0,2,0,0,1,0,0,0,0,0,2
4632428C04Rik,2430,168,92,104,164,54,119,239,160,177,168,150,104,176,145
Hes1,2037,634,489,597,684,590,581,876,571,695,616,515,567,771,602
n-R5s32,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025H01Rik,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26562,2010,1,0,5,3,0,4,5,6,4,7,4,0,1,8
Cpn2,4583,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Lrrc15,5310,14,7,4,10,0,8,8,10,8,6,4,7,2,2
Gp5,2196,126,87,82,192,79,96,147,135,132,100,120,117,140,114
Atp13a3,9559,7512,6056,6899,8062,7780,7412,9704,6918,8148,7928,7610,6648,10202,7597
Tmem44,8822,5759,4415,6513,5698,6307,5379,6006,5224,5965,5188,5830,4034,6049,5014
Lsg1,5555,1274,950,1166,1375,1379,1357,1732,1113,1270,1279,1210,1158,1555,1303
Fam43a,3075,1218,1072,1245,1188,1385,1130,1470,971,1137,975,1100,1027,1306,1090
Gm26295,107,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Gm25375,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xxylt1,3412,2381,1887,2350,2536,2585,2407,3164,2257,2378,2466,2369,2168,2860,2051
Gm15742,659,2,5,3,7,7,6,10,11,10,8,10,5,1,7
Acap2,6493,8901,6564,8965,9073,10081,9490,9656,8112,10582,9006,9301,7317,11217,8925
Ppp1r2,4440,10607,8537,9373,11934,19095,11443,12747,8880,11199,9712,10439,10039,12804,9209
Gm27415,95,8,3,1,11,17,6,12,4,19,9,10,14,8,6
Apod,2577,21175,11685,11791,13316,12044,28557,35797,26650,22432,17103,20485,12102,16406,12401
1700007E05Rik,2628,7,10,9,19,18,8,5,23,7,12,9,4,3,16
Bdh1,3800,3907,2817,3566,4075,3427,4087,4791,3747,4102,3633,4184,3368,4260,3306
Gm15743,1901,727,534,613,700,569,713,815,701,742,622,730,616,810,597
Gm27939,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlg1,8963,13295,10275,11524,13015,17451,14140,16029,11016,13491,12551,12714,11285,16443,12007
Gm24879,143,1,0,0,3,2,0,2,0,1,0,4,0,0,2
Mfi2,4133,54,40,34,34,87,95,107,66,76,72,71,28,71,42
Gm15703,880,3,5,6,10,7,5,7,9,5,2,7,0,7,2
Pigz,2541,1058,832,845,984,937,961,1459,1113,947,1107,1203,981,1288,886
0610012G03Rik,417,1844,1385,1797,1987,1820,1971,2147,1725,1789,1764,1932,1526,1900,1547
Ncbp2,2305,4190,3264,3697,4396,3977,4181,5044,3431,4420,3945,3932,3565,5112,3577
Senp5,4426,3852,2999,3178,4055,3353,3686,4282,3041,3768,3548,3696,3397,4643,3640
Gm15696,445,35,10,35,15,18,35,14,26,43,42,26,10,22,35
Gm26269,126,14,2,5,4,0,0,6,3,3,0,5,0,12,11
Gm15694,283,11,6,9,12,12,4,12,6,15,15,5,4,6,23
Hmgb1-ps6,616,5,4,1,7,1,1,4,2,6,2,0,1,3,4
Pak2,6795,4848,3581,4221,5199,4983,5091,6471,4774,5613,5105,5282,4431,6246,4723
Gm26419,133,2,1,4,0,0,2,0,0,0,0,0,2,0,1
Pigx,2394,943,758,716,960,778,951,1123,805,832,758,849,726,901,598
Cep19,1751,3371,2608,3367,3653,3980,3820,4423,2799,3783,3318,3307,3112,4381,3045
Gm15729,360,2,1,0,2,2,0,3,0,0,9,0,0,2,3
Nrros,4177,494,293,490,462,814,898,921,847,942,651,652,539,784,568
Bex6,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo45,4179,4587,3528,4412,5278,4747,4798,5894,4164,4833,4874,4537,4320,6267,4620
Gm25848,144,5,0,3,2,3,0,4,0,0,0,2,3,1,3
Wdr53,1523,579,454,567,594,574,624,801,497,588,556,539,521,622,438
Mir1946a,134,2,0,0,0,0,1,3,0,0,0,2,0,0,4
Smco1,1408,22,23,19,19,28,37,14,27,27,33,30,10,44,35
Rnf168,4462,3322,2587,2720,3530,3067,3333,3879,2719,3221,2917,3024,2922,3941,2875
Ubxn7,10318,5479,4176,4826,5536,5184,5359,6590,4676,5710,5349,5242,4608,6716,5085
Tm4sf19,1257,3,0,2,7,3,9,0,6,1,2,2,4,3,2
RP23-123L9.5,519,136,92,80,128,89,151,151,106,128,128,106,94,132,110
Tctex1d2,2385,847,634,599,754,833,761,1253,809,727,731,925,801,939,706
Pcyt1a,5751,4224,2863,3412,4000,3593,3851,5352,3719,3806,3884,4056,3082,4589,3669
Slc51a,1600,2,0,2,4,2,0,6,4,2,0,7,2,0,0
Zdhhc19,1848,0,3,0,2,6,0,6,6,2,3,0,6,1,2
Gm5405,609,0,1,2,2,0,2,2,1,3,5,4,4,2,2
Tfrc,6185,9092,6596,6939,8310,8506,10427,14294,10484,11131,9681,9974,9033,10989,9141
Tnk2,5496,21874,16760,22447,24958,21497,18570,27532,20279,21465,23023,21396,19213,24538,21101
Tnk2os,1392,828,721,898,967,768,762,1116,832,832,874,801,796,981,846
Gm9556,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muc4,11757,2,0,2,1,12,0,5,5,6,3,0,1,0,0
Muc20,4027,2,0,0,0,4,0,1,4,2,0,0,0,0,0
Gm933,679,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Gm26769,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700021K19Rik,7478,7337,5896,7268,8394,8212,7748,9547,7077,8553,7709,7864,6802,9802,7055
Fyttd1,6076,8093,6316,6559,8022,7342,7848,9321,6310,7291,7083,7292,6845,8859,6744
Lrch3,6610,3834,2680,3261,4124,3608,3687,4426,3593,3708,4067,3991,3295,4735,3959
Gm6611,1272,14,12,12,14,15,10,17,20,4,16,15,15,2,11
Gm17106,459,147,85,108,152,145,133,144,152,143,111,143,133,147,123
n-R5s33,119,0,0,6,4,2,0,0,1,0,2,1,0,2,0
Iqcg,3462,374,330,266,481,371,611,622,456,412,463,557,241,490,395
Rpl35a,3526,6814,3872,5047,4033,5806,6149,5698,5940,5425,4030,5931,3872,4083,3047
Lmln,6511,1730,1175,1569,1899,1540,1840,2129,1705,1739,1842,1938,1453,2111,1717
Gm22231,73,2,0,0,0,0,0,1,3,0,0,2,2,6,0
Mir1947,85,2,1,1,3,2,0,3,0,3,0,0,0,3,2
Gm23916,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl11,4520,2092,1620,2055,2252,2181,2250,3050,2068,2558,2223,2285,2131,2691,2153
Snx4,2442,3228,2359,2720,3200,3007,3245,4123,2876,3269,3106,3109,3022,3653,2698
1700007L15Rik,737,37,36,32,28,35,41,64,50,56,17,32,27,45,33
Zfp148,9545,9128,7522,8451,10301,9467,10268,10726,7435,10044,8895,8805,8535,11906,9157
Slc12a8,4444,146,115,109,149,133,183,124,75,86,86,117,130,183,95
Heg1,12632,2992,2454,2641,3262,2828,3068,4138,2991,3138,3412,3599,2839,4683,3305
Gm15658,574,132,112,93,110,102,138,155,110,150,135,174,74,183,130
Gm15657,1009,0,0,0,0,0,1,1,0,1,0,1,1,1,0
Muc13,3038,2,1,6,0,0,1,4,2,3,4,2,2,2,2
Itgb5,3362,5075,3644,3861,5013,5954,7672,8910,9012,8434,8196,8436,5194,7021,5371
Umps,3484,1756,1125,1473,1665,1581,1757,1961,1447,1674,1506,1491,1311,1971,1345
Gm15829,869,171,96,126,141,143,122,147,101,135,126,123,115,169,111
Kalrn,18660,29630,32452,37633,41463,41305,36981,32373,27159,44104,32481,31958,31586,49613,38709
Ropn1,976,10,7,5,8,3,14,3,8,4,2,5,4,14,2
Ccdc14,4107,319,202,233,310,332,252,415,290,347,260,315,221,322,278
Mylk,10159,1006,740,990,1186,920,1508,1851,1132,1354,1276,1273,1025,1865,1238
1700119H24Rik,588,4,0,0,0,0,0,1,1,0,0,4,0,0,4
Ptplb,3603,3385,2675,3111,3516,3397,3942,4725,3485,3865,3298,3477,2977,3902,2851
Adcy5,7007,12746,10619,12789,17687,54853,14152,16069,12780,14548,14782,15353,14939,17309,13430
Gm25179,128,0,0,0,0,3,0,0,1,0,0,0,0,0,0
Sec22a,5221,1417,1128,1128,1363,1360,1328,1778,1208,1226,1342,1257,1177,1493,1041
Gm25079,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23518,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdia5,1808,133,76,145,137,274,151,205,157,177,194,168,132,204,148
Gm25548,110,0,0,0,0,0,0,0,0,2,0,1,0,0,0
1600019K03Rik,477,0,0,2,0,0,4,0,0,0,0,0,1,0,0
Sema5b,7080,1180,817,1269,1270,2556,1362,1474,1072,1152,1316,1389,966,1481,1228
Gm5963,236,23,14,132,10,19,12,24,9,11,6,22,11,11,12
Dirc2,5395,6022,4762,5815,6996,6192,6445,7554,5510,6622,5827,6123,5583,7676,5658
Gm25967,147,0,0,2,0,0,2,0,0,0,3,0,0,0,0
Hspbap1,4590,300,267,355,313,415,381,451,348,423,400,375,235,448,335
Gm26838,911,4,2,6,0,9,6,0,16,10,9,14,1,9,10
Parp14,9306,385,362,302,351,566,784,1357,811,1019,693,773,507,843,671
Gm10237,273,0,0,0,0,0,0,2,0,0,0,0,0,1,0
Dtx3l,5724,545,367,516,582,604,915,1136,806,883,814,703,590,803,671
Parp9,4872,292,331,376,361,458,774,1072,775,787,534,608,475,710,605
Gm15564,821,2499,3719,4087,2467,1917,2667,2502,1251,9185,1334,2430,2176,2695,1430
Kpna1,8486,14411,11548,13108,15374,14607,15693,17191,11603,14736,13418,13029,12719,18219,13204
Wdr5b,1784,391,248,269,364,285,354,464,331,383,386,356,322,460,305
Fam162a,635,2182,1428,1628,1844,1746,1925,2454,1768,1663,1589,1793,1478,1983,1287
Ccdc58,1225,517,297,378,464,504,532,537,439,456,474,469,383,522,374
Csta1,2783,4,2,2,0,4,2,0,0,0,2,0,0,2,1
Gm10092,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23080,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa2l1,414,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Gm22885,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5483,414,0,0,1,6,0,0,0,0,1,2,0,0,0,0
Gm25024,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10913,463,0,0,1,1,0,3,1,2,2,0,0,0,1,0
